Lat Domain bottom, top  -75.0   75.0
Lon Domain bottom, top  0.0 90.0
Generating spots in latitude domain from    -75.0000000 to  75.0000000  degree
longitudinal domain from    0.0000000   to  90.0000000  degree
Pressure domain from    100.0   to  1000.0  mbar
Spot amplitude in m/s is    0.01 and vertical scale is   0.1 scale heights
Spot centers placed between 105.1   mbar to 951.2   mbar
Spots are circular, with radius 200000.0    m
------------------------------------------------------------------
Number of vortices:     1000
lon[deg]    lat[deg]    press[mbar]     a[deg]  b[deg]  c_up[scale_hts]     c_down[scale_hts]   amp[m/s]
60.4689527557   35.5935109373   609.6986623979  4.4501576321    4.4501576321    0.1 0.1000  -0.01
29.9570516256   39.7696791821   199.0553089881  4.4501576321    4.4501576321    0.1 0.1000  -0.01
29.5993739636   51.8334457551   128.8730325903  4.4501576321    4.4501576321    0.1 0.1000  0.01
23.9994358518   -20.2627028595  595.1263800881  4.4501576321    4.4501576321    0.1 0.1000  0.01
4.2014569205    0.9205295224    127.3073417402  4.4501576321    4.4501576321    0.1 0.1000  0.01
10.0921712518   -47.7593339641  150.6712697028  4.4501576321    4.4501576321    0.1 0.1000  0.01
0.6477254458    -29.9294944607  423.2211030774  4.4501576321    4.4501576321    0.1 0.1000  0.01
81.4916802207   61.5044768688   901.6698642297  4.4501576321    4.4501576321    0.1 0.1000  -0.01
57.6493268053   -4.7134507767   196.1823958382  4.4501576321    4.4501576321    0.1 0.1000  -0.01
51.4407801781   6.6396753672    337.2191701301  4.4501576321    4.4501576321    0.1 0.1000  0.01
46.7203403461   67.2970058093   886.8085481268  4.4501576321    4.4501576321    0.1 0.1000  0.01
12.9194536991   -45.8312595072  229.1700516187  4.4501576321    4.4501576321    0.1 0.1000  -0.01
75.3986571842   -0.2104321508   435.9560698239  4.4501576321    4.4501576321    0.1 0.1000  0.01
10.3213680730   15.7616316966   245.6521810375  4.4501576321    4.4501576321    0.1 0.1000  0.01
87.7286444512   46.1527978150   902.0244314854  4.4501576321    4.4501576321    0.1 0.1000  0.01
64.5047920644   26.6270943736   424.9151923095  4.4501576321    4.4501576321    0.1 0.1000  -0.01
68.1350770552   -52.4549002023  328.0697341874  4.4501576321    4.4501576321    0.1 0.1000  -0.01
80.1368312081   -63.3679838155  252.6289501389  4.4501576321    4.4501576321    0.1 0.1000  0.01
27.6915426942   -53.4141667234  236.6617161477  4.4501576321    4.4501576321    0.1 0.1000  -0.01
36.8734651126   58.5845706083   289.3965789092  4.4501576321    4.4501576321    0.1 0.1000  0.01
26.4550710548   39.2852552111   190.9080824768  4.4501576321    4.4501576321    0.1 0.1000  -0.01
4.8106875998    9.8363852617    239.1626993455  4.4501576321    4.4501576321    0.1 0.1000  0.01
31.9843017730   -41.4841480183  553.8229846555  4.4501576321    4.4501576321    0.1 0.1000  -0.01
73.5472551912   44.2655776654   147.3848391069  4.4501576321    4.4501576321    0.1 0.1000  0.01
10.1621698675   -44.0433379401  168.7423872209  4.4501576321    4.4501576321    0.1 0.1000  0.01
16.7670459283   23.3796198303   413.4687292057  4.4501576321    4.4501576321    0.1 0.1000  0.01
75.0725020731   -9.9979445965   105.1367862086  4.4501576321    4.4501576321    0.1 0.1000  0.01
87.1259816703   55.2472281434   370.1717645963  4.4501576321    4.4501576321    0.1 0.1000  -0.01
61.0494623777   -18.3787015116  701.6941340378  4.4501576321    4.4501576321    0.1 0.1000  0.01
84.0750460865   -16.3756255093  337.8685881833  4.4501576321    4.4501576321    0.1 0.1000  0.01
75.1949328396   25.7428826731   944.7065004736  4.4501576321    4.4501576321    0.1 0.1000  -0.01
2.1540833579    54.6142514071   620.7420841017  4.4501576321    4.4501576321    0.1 0.1000  -0.01
77.8838278115   -34.0139066320  252.7587026567  4.4501576321    4.4501576321    0.1 0.1000  -0.01
19.7996819895   -15.2468327512  326.6574639091  4.4501576321    4.4501576321    0.1 0.1000  0.01
86.6498860398   66.1432847799   145.8316001954  4.4501576321    4.4501576321    0.1 0.1000  -0.01
30.5694261857   -33.3590556366  857.3985059926  4.4501576321    4.4501576321    0.1 0.1000  0.01
23.7768275088   -22.8058454279  281.3069426100  4.4501576321    4.4501576321    0.1 0.1000  -0.01
82.6916280075   -11.6343136846  550.4886115955  4.4501576321    4.4501576321    0.1 0.1000  0.01
64.7383774269   -32.4728097593  292.4883332867  4.4501576321    4.4501576321    0.1 0.1000  0.01
37.9443644526   29.7265003924   872.7867418819  4.4501576321    4.4501576321    0.1 0.1000  -0.01
38.8190934094   26.7167941551   232.6914326189  4.4501576321    4.4501576321    0.1 0.1000  0.01
49.8894740857   37.5542846211   597.4356581794  4.4501576321    4.4501576321    0.1 0.1000  -0.01
5.8463387109    -3.4937329779   240.9673011461  4.4501576321    4.4501576321    0.1 0.1000  0.01
39.4174614408   -65.8990413699  316.4878189103  4.4501576321    4.4501576321    0.1 0.1000  -0.01
58.4644683732   -5.8405636065   884.8161882620  4.4501576321    4.4501576321    0.1 0.1000  -0.01
34.7898214992   51.5484513390   134.3227929957  4.4501576321    4.4501576321    0.1 0.1000  0.01
44.8384692652   -26.4523669815  557.6540761822  4.4501576321    4.4501576321    0.1 0.1000  0.01
82.5452845108   30.7261345265   178.9388204870  4.4501576321    4.4501576321    0.1 0.1000  0.01
62.4164134972   52.3101979682   485.1676527873  4.4501576321    4.4501576321    0.1 0.1000  -0.01
26.4095525317   25.3957911401   441.6976882333  4.4501576321    4.4501576321    0.1 0.1000  -0.01
5.4256708530    20.4985637091   857.8799701465  4.4501576321    4.4501576321    0.1 0.1000  0.01
13.7195060142   -21.9597096738  606.5612647255  4.4501576321    4.4501576321    0.1 0.1000  -0.01
7.6839249558    -38.8594917623  296.9194669980  4.4501576321    4.4501576321    0.1 0.1000  -0.01
66.4541210573   40.4399152539   215.8258884140  4.4501576321    4.4501576321    0.1 0.1000  0.01
56.9997988701   12.0375399774   364.2690353289  4.4501576321    4.4501576321    0.1 0.1000  0.01
16.5702095216   31.1717119505   822.9982431157  4.4501576321    4.4501576321    0.1 0.1000  0.01
37.4718744182   -10.9106844090  208.4738270395  4.4501576321    4.4501576321    0.1 0.1000  -0.01
20.9800441510   10.6505483638   116.7637036084  4.4501576321    4.4501576321    0.1 0.1000  0.01
42.8344527426   13.7323274692   350.9349342252  4.4501576321    4.4501576321    0.1 0.1000  0.01
15.2779402977   -41.4080346405  853.0634661099  4.4501576321    4.4501576321    0.1 0.1000  0.01
31.7134248765   -17.8308905810  277.4223165864  4.4501576321    4.4501576321    0.1 0.1000  0.01
15.0606449362   18.0379209963   108.7050523862  4.4501576321    4.4501576321    0.1 0.1000  -0.01
43.1179312859   18.4165611575   193.6487284596  4.4501576321    4.4501576321    0.1 0.1000  0.01
41.4317181145   -70.0359373932  733.6719218401  4.4501576321    4.4501576321    0.1 0.1000  0.01
86.4973868473   35.5219799873   140.3248324967  4.4501576321    4.4501576321    0.1 0.1000  0.01
33.5951789517   5.0713215715    629.0293298137  4.4501576321    4.4501576321    0.1 0.1000  -0.01
53.3643989426   -54.1080988172  801.5484958762  4.4501576321    4.4501576321    0.1 0.1000  -0.01
50.5737340957   -34.9172967496  110.3874965045  4.4501576321    4.4501576321    0.1 0.1000  -0.01
39.9148047239   11.9272030844   262.4765083665  4.4501576321    4.4501576321    0.1 0.1000  0.01
50.4679887601   50.9477779459   216.5990229584  4.4501576321    4.4501576321    0.1 0.1000  0.01
49.0722859004   15.4254585263   119.7879720004  4.4501576321    4.4501576321    0.1 0.1000  -0.01
34.6872301047   -5.7049434763   758.9062639816  4.4501576321    4.4501576321    0.1 0.1000  0.01
20.6680301959   -18.0029150000  558.3782048891  4.4501576321    4.4501576321    0.1 0.1000  0.01
0.0133112976    35.6296675781   384.9681673450  4.4501576321    4.4501576321    0.1 0.1000  -0.01
64.3038569933   63.7588796741   813.2781871908  4.4501576321    4.4501576321    0.1 0.1000  0.01
26.7572727203   36.9772007813   412.7010852670  4.4501576321    4.4501576321    0.1 0.1000  0.01
78.4163807163   21.2544053405   422.3163229402  4.4501576321    4.4501576321    0.1 0.1000  0.01
62.5179391442   28.6267619349   225.4316126611  4.4501576321    4.4501576321    0.1 0.1000  0.01
49.3486524943   19.7195594015   352.3780951681  4.4501576321    4.4501576321    0.1 0.1000  -0.01
85.1623946507   -4.7941065605   204.2904106164  4.4501576321    4.4501576321    0.1 0.1000  0.01
35.3487393421   17.5846297653   484.4131156759  4.4501576321    4.4501576321    0.1 0.1000  -0.01
41.6059019063   -67.5422394621  555.7291716032  4.4501576321    4.4501576321    0.1 0.1000  -0.01
80.8797561139   1.5824478723    399.7494707467  4.4501576321    4.4501576321    0.1 0.1000  -0.01
50.9545527610   -30.8165455064  427.1730881640  4.4501576321    4.4501576321    0.1 0.1000  -0.01
47.4198583534   2.5884119074    293.0060155513  4.4501576321    4.4501576321    0.1 0.1000  0.01
4.7493967347    3.0342514111    136.9847076726  4.4501576321    4.4501576321    0.1 0.1000  -0.01
20.9422110198   59.3567241499   626.4935744295  4.4501576321    4.4501576321    0.1 0.1000  0.01
46.1027310153   47.5274213406   407.9052029045  4.4501576321    4.4501576321    0.1 0.1000  -0.01
12.9936645639   26.9175799030   245.4852947711  4.4501576321    4.4501576321    0.1 0.1000  0.01
19.5106787232   3.0875336085    368.3816391387  4.4501576321    4.4501576321    0.1 0.1000  -0.01
20.6672854198   21.4628151409   268.7638087207  4.4501576321    4.4501576321    0.1 0.1000  -0.01
23.2775194651   -17.7373734054  582.7550624499  4.4501576321    4.4501576321    0.1 0.1000  -0.01
80.9225659044   10.1397387427   598.1618901161  4.4501576321    4.4501576321    0.1 0.1000  0.01
58.1109437807   41.1241778302   484.7921761861  4.4501576321    4.4501576321    0.1 0.1000  -0.01
46.1587000452   51.7767927355   467.7993632170  4.4501576321    4.4501576321    0.1 0.1000  -0.01
63.3406464392   38.1373770786   562.3722456634  4.4501576321    4.4501576321    0.1 0.1000  -0.01
18.0436319072   70.0282636786   115.8104969427  4.4501576321    4.4501576321    0.1 0.1000  -0.01
51.7015708273   22.4194992315   254.1364069036  4.4501576321    4.4501576321    0.1 0.1000  0.01
55.6814763812   40.4705642045   778.0954154481  4.4501576321    4.4501576321    0.1 0.1000  0.01
30.5982084593   -13.0355947527  225.0415118807  4.4501576321    4.4501576321    0.1 0.1000  -0.01
17.3146059372   48.5030847929   869.0523502369  4.4501576321    4.4501576321    0.1 0.1000  -0.01
62.7451620072   44.0221058415   877.9882620902  4.4501576321    4.4501576321    0.1 0.1000  0.01
28.1511878417   -30.7876821797  788.7360868494  4.4501576321    4.4501576321    0.1 0.1000  -0.01
16.7844830708   20.9205174571   284.0942099191  4.4501576321    4.4501576321    0.1 0.1000  0.01
5.0502942488    -11.1644648392  378.9456284623  4.4501576321    4.4501576321    0.1 0.1000  0.01
13.5022116972   -43.5712966233  204.1545173781  4.4501576321    4.4501576321    0.1 0.1000  -0.01
10.8378855836   -0.3785763384   289.1975819422  4.4501576321    4.4501576321    0.1 0.1000  -0.01
58.1484875162   6.1959882668    490.5527249362  4.4501576321    4.4501576321    0.1 0.1000  0.01
60.9887821794   13.2435334287   933.1605358131  4.4501576321    4.4501576321    0.1 0.1000  0.01
47.4620759155   -46.1064330686  493.3697397751  4.4501576321    4.4501576321    0.1 0.1000  -0.01
28.7628929347   8.8076610952    112.0029491571  4.4501576321    4.4501576321    0.1 0.1000  -0.01
87.7292203689   33.7565645295   827.3406589508  4.4501576321    4.4501576321    0.1 0.1000  -0.01
35.2081725143   -35.3859646381  129.5583054631  4.4501576321    4.4501576321    0.1 0.1000  0.01
76.6809506537   25.3524589467   287.2450360764  4.4501576321    4.4501576321    0.1 0.1000  0.01
12.4636540127   24.7902344145   117.4503862368  4.4501576321    4.4501576321    0.1 0.1000  -0.01
21.9118185754   31.3769102804   715.7572060938  4.4501576321    4.4501576321    0.1 0.1000  -0.01
16.8619420202   9.4889157384    450.8226932258  4.4501576321    4.4501576321    0.1 0.1000  -0.01
55.1876706064   -31.1765296496  428.4255946310  4.4501576321    4.4501576321    0.1 0.1000  0.01
35.0392715520   -56.5809124478  160.7442556372  4.4501576321    4.4501576321    0.1 0.1000  -0.01
52.0309351069   35.7030944500   209.7051683320  4.4501576321    4.4501576321    0.1 0.1000  -0.01
82.9801578091   -62.0959699262  142.4950532892  4.4501576321    4.4501576321    0.1 0.1000  0.01
76.9665161792   -18.0332912241  281.5711109855  4.4501576321    4.4501576321    0.1 0.1000  -0.01
25.0677888519   39.9280944097   443.6587749412  4.4501576321    4.4501576321    0.1 0.1000  -0.01
24.1925822620   -33.3712955921  380.2398419421  4.4501576321    4.4501576321    0.1 0.1000  0.01
73.2992802646   8.2458982496    189.8885487905  4.4501576321    4.4501576321    0.1 0.1000  -0.01
43.7602215640   -11.4610145163  567.0062274426  4.4501576321    4.4501576321    0.1 0.1000  0.01
58.8550517549   15.5269622637   152.0180384548  4.4501576321    4.4501576321    0.1 0.1000  -0.01
3.4928424170    2.1423129510    472.4886341281  4.4501576321    4.4501576321    0.1 0.1000  -0.01
33.8360855905   7.6175865553    511.4743961749  4.4501576321    4.4501576321    0.1 0.1000  -0.01
23.1320287457   64.4761204777   396.3537831873  4.4501576321    4.4501576321    0.1 0.1000  0.01
5.3225653803    44.4002882832   528.7268993778  4.4501576321    4.4501576321    0.1 0.1000  -0.01
49.8241105803   58.0786010022   183.1605206244  4.4501576321    4.4501576321    0.1 0.1000  -0.01
5.6893874437    -25.6510178250  680.1082749207  4.4501576321    4.4501576321    0.1 0.1000  0.01
7.2168454875    3.5739536574    331.7107852018  4.4501576321    4.4501576321    0.1 0.1000  -0.01
25.1118018164   -68.2681358214  380.0580717354  4.4501576321    4.4501576321    0.1 0.1000  -0.01
9.9043185231    -7.5738915879   516.9987547301  4.4501576321    4.4501576321    0.1 0.1000  -0.01
8.7366124379    -17.5507839757  115.7056597593  4.4501576321    4.4501576321    0.1 0.1000  0.01
69.9990196153   20.5723751790   355.1308722009  4.4501576321    4.4501576321    0.1 0.1000  0.01
27.8596080840   39.8846216365   292.6721287018  4.4501576321    4.4501576321    0.1 0.1000  -0.01
12.4351265829   -53.2820287422  533.2356977003  4.4501576321    4.4501576321    0.1 0.1000  0.01
38.1380954250   44.5797374715   688.4698751001  4.4501576321    4.4501576321    0.1 0.1000  -0.01
12.9480178579   25.5682427754   718.7819149496  4.4501576321    4.4501576321    0.1 0.1000  0.01
64.3412466939   1.7495724069    449.3088239637  4.4501576321    4.4501576321    0.1 0.1000  0.01
57.1585911334   -10.9803715995  649.7526112915  4.4501576321    4.4501576321    0.1 0.1000  0.01
9.7174494039    1.6241699253    612.1471139952  4.4501576321    4.4501576321    0.1 0.1000  0.01
70.4006341439   12.1258755103   247.2636350671  4.4501576321    4.4501576321    0.1 0.1000  -0.01
50.9445021652   4.0978863040    181.5107033309  4.4501576321    4.4501576321    0.1 0.1000  -0.01
64.3429966620   35.1207694226   794.4676583090  4.4501576321    4.4501576321    0.1 0.1000  -0.01
52.2256924092   -9.7940798401   655.0578519306  4.4501576321    4.4501576321    0.1 0.1000  0.01
88.0973524799   38.5121746848   273.1549521977  4.4501576321    4.4501576321    0.1 0.1000  -0.01
41.3202590421   -39.3041689294  835.2464021187  4.4501576321    4.4501576321    0.1 0.1000  0.01
3.7171581727    -13.9373547362  764.0092734977  4.4501576321    4.4501576321    0.1 0.1000  0.01
18.0386391707   -57.2218272003  126.7123908926  4.4501576321    4.4501576321    0.1 0.1000  0.01
33.8220247636   -58.1099666050  118.3926324084  4.4501576321    4.4501576321    0.1 0.1000  -0.01
72.9891559784   -4.9361580535   208.1057083591  4.4501576321    4.4501576321    0.1 0.1000  0.01
50.0112093444   43.8714571821   397.1182507369  4.4501576321    4.4501576321    0.1 0.1000  -0.01
52.5092053902   21.9204109651   554.4729991876  4.4501576321    4.4501576321    0.1 0.1000  -0.01
18.6496450984   -9.5890100299   564.6568553945  4.4501576321    4.4501576321    0.1 0.1000  -0.01
84.8624305400   -35.5555296144  620.4312014619  4.4501576321    4.4501576321    0.1 0.1000  0.01
70.6601905503   -27.5425243102  247.8747275088  4.4501576321    4.4501576321    0.1 0.1000  0.01
55.5572801390   69.6953787071   543.2454691914  4.4501576321    4.4501576321    0.1 0.1000  -0.01
14.7338583195   0.2810795282    358.6286974548  4.4501576321    4.4501576321    0.1 0.1000  -0.01
6.1241977854    -29.7146804943  797.9155809344  4.4501576321    4.4501576321    0.1 0.1000  -0.01
